,objectId,geoPosition,countryCode,postalCode,placeName,adminName1,adminCode1,adminName2,adminCode2,adminName3,adminCode3,accuracy,createdAt,updatedAt
127,128,"{'__type': 'GeoPoint', 'latitude': 33.6361, 'longitude': 73.8986}",PK,11031,Khawas,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
128,129,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11015,Pilat Pian,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
129,130,"{'__type': 'GeoPoint', 'latitude': 33.4389, 'longitude': 73.9806}",PK,11101,Samror,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
130,131,"{'__type': 'GeoPoint', 'latitude': 31.3023, 'longitude': 71.16}",PK,11020,Seher Mandi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
131,132,"{'__type': 'GeoPoint', 'latitude': 33.4815, 'longitude': 73.9178}",PK,11101,Doongh,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
132,133,"{'__type': 'GeoPoint', 'latitude': 33.5472, 'longitude': 73.8292}",PK,11101,Sarhota,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
133,134,"{'__type': 'GeoPoint', 'latitude': 33.5, 'longitude': 73.9167}",PK,11101,Roli,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
134,135,"{'__type': 'GeoPoint', 'latitude': 33.4361, 'longitude': 73.9639}",PK,11101,Danna,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
135,136,"{'__type': 'GeoPoint', 'latitude': 33.4815, 'longitude': 73.9178}",PK,11100,Kotli (A.K.),Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
136,137,"{'__type': 'GeoPoint', 'latitude': 33.4889, 'longitude': 73.9}",PK,11101,Aghar,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
137,138,"{'__type': 'GeoPoint', 'latitude': 33.4815, 'longitude': 73.9178}",PK,11101,Qamrooti,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
138,139,"{'__type': 'GeoPoint', 'latitude': 33.4778, 'longitude': 73.9167}",PK,11101,Kurti,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
139,140,"{'__type': 'GeoPoint', 'latitude': 33.4815, 'longitude': 73.9178}",PK,11101,Chowki Tinda,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
140,141,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11110,Sarsawa,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
141,142,"{'__type': 'GeoPoint', 'latitude': 33.5806, 'longitude': 73.9444}",PK,11161,Sawar,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
142,143,"{'__type': 'GeoPoint', 'latitude': 33.0111, 'longitude': 73.9306}",PK,11121,Chhani,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
143,144,"{'__type': 'GeoPoint', 'latitude': 33.5819, 'longitude': 73.9806}",PK,11160,Tatta Pani,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
144,145,"{'__type': 'GeoPoint', 'latitude': 33.0111, 'longitude': 73.9306}",PK,11121,Siah Sharif,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
145,146,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11150,Gunni Malni,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
146,147,"{'__type': 'GeoPoint', 'latitude': 33.5833, 'longitude': 74.0167}",PK,11161,Goi,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
147,148,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11111,Anhoi Sarhota,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
148,149,"{'__type': 'GeoPoint', 'latitude': 33.0111, 'longitude': 73.9306}",PK,11121,Odeh Sharif,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
149,150,"{'__type': 'GeoPoint', 'latitude': 33.5694, 'longitude': 73.8306}",PK,11120,Panjera,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
150,151,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11171,Datoot,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
151,152,"{'__type': 'GeoPoint', 'latitude': 33.5819, 'longitude': 73.9806}",PK,11161,Narali,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
152,153,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11170,Fatehpur Thakiala,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
153,154,"{'__type': 'GeoPoint', 'latitude': 33.5819, 'longitude': 73.9806}",PK,11161,Dhanwan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
154,155,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11171,Karela Majhan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
155,156,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11190,Chowki Mong,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
156,157,"{'__type': 'GeoPoint', 'latitude': 34.2264, 'longitude': 73.1111}",PK,11201,Bihal,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
157,158,"{'__type': 'GeoPoint', 'latitude': 34.2264, 'longitude': 73.1111}",PK,11200,Khui Ratta (A.K.),Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
158,159,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11171,Jandrot,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
159,160,"{'__type': 'GeoPoint', 'latitude': 32.5708, 'longitude': 73.0981}",PK,11211,Andarla Kothera,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
160,161,"{'__type': 'GeoPoint', 'latitude': 33.4633, 'longitude': 73.9229}",PK,11171,Dabsi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.189Z,2020-02-21T22:46:04.189Z
161,162,"{'__type': 'GeoPoint', 'latitude': 30.25, 'longitude': 72.2833}",PK,11220,Bal Brahmana,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
162,163,"{'__type': 'GeoPoint', 'latitude': 34.2264, 'longitude': 73.1111}",PK,11201,Ghian Gujran,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
163,164,"{'__type': 'GeoPoint', 'latitude': 34.2264, 'longitude': 73.1111}",PK,11201,Manjwal Sharif,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
164,165,"{'__type': 'GeoPoint', 'latitude': 32.5708, 'longitude': 73.0981}",PK,11211,Bharot Gala,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
165,166,"{'__type': 'GeoPoint', 'latitude': 34.2264, 'longitude': 73.1111}",PK,11201,Dhanna,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
166,167,"{'__type': 'GeoPoint', 'latitude': 32.5708, 'longitude': 73.0981}",PK,11211,Dargoti,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
167,168,"{'__type': 'GeoPoint', 'latitude': 32.5708, 'longitude': 73.0981}",PK,11211,Khor Rachhala,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
168,169,"{'__type': 'GeoPoint', 'latitude': 34.2264, 'longitude': 73.1111}",PK,11201,Ghaura,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
169,170,"{'__type': 'GeoPoint', 'latitude': 34.65, 'longitude': 73.7667}",PK,11210,Seri,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
170,171,"{'__type': 'GeoPoint', 'latitude': 32.5708, 'longitude': 73.0981}",PK,11251,Khankah Kothera,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
171,172,"{'__type': 'GeoPoint', 'latitude': 33.2361, 'longitude': 73.9}",PK,11260,Kala Dab,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
172,173,"{'__type': 'GeoPoint', 'latitude': 30.25, 'longitude': 72.2833}",PK,11221,Juna,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
173,174,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12000,Azad Pattan A.K.,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:04.701Z,2020-02-21T22:46:04.701Z
174,175,"{'__type': 'GeoPoint', 'latitude': 32.5708, 'longitude': 73.0981}",PK,11250,Charhoi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
175,176,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Jhenjal Hill,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
176,177,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12010,Bong Colony,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.701Z,2020-02-21T22:46:04.701Z
177,178,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12071,Sehr Hajnal Kot,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
178,179,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Namb,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
179,180,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12010,Palandri,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:04.701Z,2020-02-21T22:46:04.701Z
180,181,"{'__type': 'GeoPoint', 'latitude': 34.2264, 'longitude': 73.1111}",PK,11201,Mandhether,Federal Capial &AJK,,,,,,,2020-02-21T22:46:04.700Z,2020-02-21T22:46:04.700Z
181,182,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12001,Barohi,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:04.701Z,2020-02-21T22:46:04.701Z
182,183,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Phalian,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
183,184,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12001,Sawa,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:04.701Z,2020-02-21T22:46:04.701Z
184,185,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Betran,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
185,186,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12071,Gohr Bazar,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
186,187,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Kuliah Bazar,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
187,188,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Biliannar,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
188,189,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Dhar Dharachb,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
189,190,"{'__type': 'GeoPoint', 'latitude': 31.5292, 'longitude': 71.2167}",PK,12030,Barian,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
190,191,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Jhanda Cagla,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
191,192,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12071,Manoota,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
192,193,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Mungriot,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
193,194,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Panthal,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
194,195,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12071,Sehr Bosata,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
195,196,"{'__type': 'GeoPoint', 'latitude': 33.7611, 'longitude': 73.7583}",PK,12080,Tarar Khel,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
196,197,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12070,Nalian,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
197,198,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Sehr Hafizabad,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
198,199,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.7}",PK,12011,Dhar Dharachn,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:05.037Z,2020-02-21T22:46:05.037Z
199,200,"{'__type': 'GeoPoint', 'latitude': 35.2139, 'longitude': 72.5436}",PK,12081,Habib Abad,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.038Z,2020-02-21T22:46:05.038Z
200,201,"{'__type': 'GeoPoint', 'latitude': 30.631, 'longitude': 71.5611}",PK,12130,Pakhonar,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
201,202,"{'__type': 'GeoPoint', 'latitude': 33.6764, 'longitude': 73.1105}",PK,12090,Qillan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
202,203,"{'__type': 'GeoPoint', 'latitude': 34.3505, 'longitude': 73.3294}",PK,12081,Tangi Gala,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
203,204,"{'__type': 'GeoPoint', 'latitude': 34.0708, 'longitude': 73.6125}",PK,12081,Jandali,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
204,205,"{'__type': 'GeoPoint', 'latitude': 28.2458, 'longitude': 68.3861}",PK,12120,Baluch,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
205,206,"{'__type': 'GeoPoint', 'latitude': 30.631, 'longitude': 71.5611}",PK,12100,Baithak Bazar,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
206,207,"{'__type': 'GeoPoint', 'latitude': 28.2458, 'longitude': 68.3861}",PK,12121,Chamba Gali,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
207,208,"{'__type': 'GeoPoint', 'latitude': 34.3505, 'longitude': 73.3294}",PK,12081,Garala,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
208,209,"{'__type': 'GeoPoint', 'latitude': 34.3505, 'longitude': 73.3294}",PK,12081,Barriot,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
209,210,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12160,Hajeera,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.340Z,2020-02-21T22:46:05.340Z
210,211,"{'__type': 'GeoPoint', 'latitude': 30.631, 'longitude': 71.5611}",PK,12151,Hamruta,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.340Z,2020-02-21T22:46:05.340Z
211,212,"{'__type': 'GeoPoint', 'latitude': 33.7667, 'longitude': 73.8319}",PK,12081,Natha Gala,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
212,213,"{'__type': 'GeoPoint', 'latitude': 34.3505, 'longitude': 73.3294}",PK,12081,Narrian,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
213,214,"{'__type': 'GeoPoint', 'latitude': 34.3505, 'longitude': 73.3294}",PK,12081,Anhari,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
214,215,"{'__type': 'GeoPoint', 'latitude': 28.4, 'longitude': 69.9333}",PK,12110,Rahimabad,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
215,216,"{'__type': 'GeoPoint', 'latitude': 30.631, 'longitude': 71.5611}",PK,12151,Char Biar,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
216,217,"{'__type': 'GeoPoint', 'latitude': 34.3505, 'longitude': 73.3294}",PK,12081,Darbar Sharif Narian,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
217,218,"{'__type': 'GeoPoint', 'latitude': 30.631, 'longitude': 71.5611}",PK,12150,Gala Kaniyata,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
218,219,"{'__type': 'GeoPoint', 'latitude': 28.2458, 'longitude': 68.3861}",PK,12121,Gran Dhamikan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
219,220,"{'__type': 'GeoPoint', 'latitude': 30.631, 'longitude': 71.5611}",PK,12151,Kot Gala Kawali,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.339Z,2020-02-21T22:46:05.339Z
220,221,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Akramabad,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.626Z,2020-02-21T22:46:05.626Z
221,222,"{'__type': 'GeoPoint', 'latitude': 30.7514, 'longitude': 73.8361}",PK,12184,Rakkar,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
222,223,"{'__type': 'GeoPoint', 'latitude': 33.7333, 'longitude': 73.9597}",PK,12170,Maindla,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
223,224,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Bessari,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
224,225,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Aakhorban,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.626Z,2020-02-21T22:46:05.626Z
225,226,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Kathira,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
226,227,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Narian,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.626Z,2020-02-21T22:46:05.626Z
227,228,"{'__type': 'GeoPoint', 'latitude': 30.1076, 'longitude': 70.8458}",PK,12171,Tanda,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
228,229,"{'__type': 'GeoPoint', 'latitude': 30.1076, 'longitude': 70.8458}",PK,12171,Tatrinote,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
229,230,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Darikot,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.626Z,2020-02-21T22:46:05.626Z
230,231,"{'__type': 'GeoPoint', 'latitude': 26.4944, 'longitude': 67.7472}",PK,12171,Ghambir,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
231,232,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Sarrari,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
232,233,"{'__type': 'GeoPoint', 'latitude': 26.9167, 'longitude': 68.0333}",PK,12181,Thandi Kassi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
233,234,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Devi Gali,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
234,235,"{'__type': 'GeoPoint', 'latitude': 26.9167, 'longitude': 68.0333}",PK,12181,Thai,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
235,236,"{'__type': 'GeoPoint', 'latitude': 31.8997, 'longitude': 72.4087}",PK,12175,Darra Sher Khan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
236,237,"{'__type': 'GeoPoint', 'latitude': 28.4833, 'longitude': 70.2236}",PK,12161,Karichroon,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
237,238,"{'__type': 'GeoPoint', 'latitude': 33.7208, 'longitude': 73.9444}",PK,12171,Kakuta,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
238,239,"{'__type': 'GeoPoint', 'latitude': 33.6833, 'longitude': 73.9361}",PK,12180,Mandhole,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
239,240,"{'__type': 'GeoPoint', 'latitude': 33.65, 'longitude': 73.9833}",PK,12174,Sehra,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.627Z,2020-02-21T22:46:05.627Z
240,241,"{'__type': 'GeoPoint', 'latitude': 33.8778, 'longitude': 74.0389}",PK,12201,Palangi,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.890Z,2020-02-21T22:46:05.890Z
241,242,"{'__type': 'GeoPoint', 'latitude': 33.8778, 'longitude': 74.0333}",PK,12200,Abbas Pur,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.890Z,2020-02-21T22:46:05.890Z
242,243,"{'__type': 'GeoPoint', 'latitude': 33.8778, 'longitude': 74.0333}",PK,12201,Chirikot,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.890Z,2020-02-21T22:46:05.890Z
243,244,"{'__type': 'GeoPoint', 'latitude': 31.7667, 'longitude': 73.4333}",PK,12211,Aliabad,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
244,245,"{'__type': 'GeoPoint', 'latitude': 33.8778, 'longitude': 74.0278}",PK,12201,Gogdar,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.890Z,2020-02-21T22:46:05.890Z
245,246,"{'__type': 'GeoPoint', 'latitude': 32.2833, 'longitude': 74.5167}",PK,12211,Mandher,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
246,247,"{'__type': 'GeoPoint', 'latitude': 32.98, 'longitude': 70.9478}",PK,12211,Suli,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
247,248,"{'__type': 'GeoPoint', 'latitude': 30.3333, 'longitude': 73.2333}",PK,12211,Kalali,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
248,249,"{'__type': 'GeoPoint', 'latitude': 32.3338, 'longitude': 73.0682}",PK,12210,Kahoota(A.K),Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.890Z,2020-02-21T22:46:05.890Z
249,250,"{'__type': 'GeoPoint', 'latitude': 32.3338, 'longitude': 73.0682}",PK,12211,Behdi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
250,251,"{'__type': 'GeoPoint', 'latitude': 33.8778, 'longitude': 74.0333}",PK,12201,Tangeraam,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.890Z,2020-02-21T22:46:05.890Z
251,252,"{'__type': 'GeoPoint', 'latitude': 32.3338, 'longitude': 73.0682}",PK,12211,Tangari,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
252,253,"{'__type': 'GeoPoint', 'latitude': 32.3338, 'longitude': 73.0682}",PK,12211,Degwar Terwan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
253,254,"{'__type': 'GeoPoint', 'latitude': 32.3338, 'longitude': 73.0682}",PK,12211,Khurshid Abad,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
254,255,"{'__type': 'GeoPoint', 'latitude': 32.3338, 'longitude': 73.0682}",PK,12211,Bassian,Federal Capial &AJK,,,,,,,2020-02-21T22:46:05.891Z,2020-02-21T22:46:05.891Z
